cpu-bind=MASK - cn-0071, task  0  0 [2889071]: mask |BBBBBBBBBBBBBBBBBBBB||||BBBBBBBBBBBBBBBBBBBB|  set
cpu-bind=MASK - cn-0164, task 131 11 [57824]: mask |-----------B--------||||--------------------|  set
cpu-bind=MASK - cn-0164, task 132 12 [57825]: mask |------------B-------||||--------------------|  set
cpu-bind=MASK - cn-0164, task 133 13 [57826]: mask |-------------B------||||--------------------|  set
cpu-bind=MASK - cn-0159, task 54 14 [2579097]: mask |--------------B-----||||--------------------|  set
cpu-bind=MASK - cn-0159, task 55 15 [2579098]: mask |---------------B----||||--------------------|  set
cpu-bind=MASK - cn-0159, task 56 16 [2579099]: mask |----------------B---||||--------------------|  set
cpu-bind=MASK - cn-0159, task 57 17 [2579100]: mask |-----------------B--||||--------------------|  set
cpu-bind=MASK - cn-0159, task 58 18 [2579101]: mask |------------------B-||||--------------------|  set
cpu-bind=MASK - cn-0159, task 59 19 [2579102]: mask |-------------------B||||--------------------|  set
cpu-bind=MASK - cn-0159, task 60 20 [2579103]: mask |--------------------||||B-------------------|  set
cpu-bind=MASK - cn-0159, task 61 21 [2579104]: mask |--------------------||||-B------------------|  set
cpu-bind=MASK - cn-0159, task 62 22 [2579105]: mask |--------------------||||--B-----------------|  set
cpu-bind=MASK - cn-0159, task 63 23 [2579106]: mask |--------------------||||---B----------------|  set
cpu-bind=MASK - cn-0159, task 64 24 [2579107]: mask |--------------------||||----B---------------|  set
cpu-bind=MASK - cn-0159, task 65 25 [2579108]: mask |--------------------||||-----B--------------|  set
cpu-bind=MASK - cn-0159, task 66 26 [2579109]: mask |--------------------||||------B-------------|  set
cpu-bind=MASK - cn-0162, task 81  1 [262817]: mask |-B------------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 82  2 [262818]: mask |--B-----------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 83  3 [262819]: mask |---B----------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 84  4 [262820]: mask |----B---------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 85  5 [262821]: mask |-----B--------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 86  6 [262822]: mask |------B-------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 87  7 [262823]: mask |-------B------------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 88  8 [262824]: mask |--------B-----------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 89  9 [262825]: mask |---------B----------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 90 10 [262826]: mask |----------B---------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 91 11 [262827]: mask |-----------B--------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 92 12 [262828]: mask |------------B-------||||--------------------|  set
cpu-bind=MASK - cn-0162, task 93 13 [262829]: mask |-------------B------||||--------------------|  set
cpu-bind=MASK - cn-0164, task 134 14 [57827]: mask |--------------B-----||||--------------------|  set
cpu-bind=MASK - cn-0164, task 135 15 [57828]: mask |---------------B----||||--------------------|  set
cpu-bind=MASK - cn-0164, task 136 16 [57829]: mask |----------------B---||||--------------------|  set
cpu-bind=MASK - cn-0164, task 137 17 [57830]: mask |-----------------B--||||--------------------|  set
cpu-bind=MASK - cn-0164, task 138 18 [57831]: mask |------------------B-||||--------------------|  set
cpu-bind=MASK - cn-0164, task 139 19 [57832]: mask |-------------------B||||--------------------|  set
cpu-bind=MASK - cn-0164, task 140 20 [57833]: mask |--------------------||||B-------------------|  set
cpu-bind=MASK - cn-0164, task 141 21 [57834]: mask |--------------------||||-B------------------|  set
cpu-bind=MASK - cn-0164, task 142 22 [57835]: mask |--------------------||||--B-----------------|  set
cpu-bind=MASK - cn-0164, task 143 23 [57836]: mask |--------------------||||---B----------------|  set
cpu-bind=MASK - cn-0164, task 144 24 [57837]: mask |--------------------||||----B---------------|  set
cpu-bind=MASK - cn-0164, task 145 25 [57838]: mask |--------------------||||-----B--------------|  set
cpu-bind=MASK - cn-0164, task 146 26 [57839]: mask |--------------------||||------B-------------|  set
cpu-bind=MASK - cn-0159, task 67 27 [2579110]: mask |--------------------||||-------B------------|  set
cpu-bind=MASK - cn-0159, task 68 28 [2579111]: mask |--------------------||||--------B-----------|  set
cpu-bind=MASK - cn-0159, task 69 29 [2579112]: mask |--------------------||||---------B----------|  set
cpu-bind=MASK - cn-0159, task 70 30 [2579113]: mask |--------------------||||----------B---------|  set
cpu-bind=MASK - cn-0159, task 71 31 [2579114]: mask |--------------------||||-----------B--------|  set
cpu-bind=MASK - cn-0159, task 72 32 [2579115]: mask |--------------------||||------------B-------|  set
cpu-bind=MASK - cn-0159, task 73 33 [2579116]: mask |--------------------||||-------------B------|  set
cpu-bind=MASK - cn-0159, task 74 34 [2579117]: mask |--------------------||||--------------B-----|  set
cpu-bind=MASK - cn-0159, task 75 35 [2579118]: mask |--------------------||||---------------B----|  set
cpu-bind=MASK - cn-0159, task 76 36 [2579119]: mask |--------------------||||----------------B---|  set
cpu-bind=MASK - cn-0159, task 77 37 [2579120]: mask |--------------------||||-----------------B--|  set
cpu-bind=MASK - cn-0159, task 78 38 [2579121]: mask |--------------------||||------------------B-|  set
cpu-bind=MASK - cn-0159, task 79 39 [2579122]: mask |--------------------||||-------------------B|  set
cpu-bind=MASK - cn-0162, task 94 14 [262830]: mask |--------------B-----||||--------------------|  set
cpu-bind=MASK - cn-0162, task 95 15 [262831]: mask |---------------B----||||--------------------|  set
cpu-bind=MASK - cn-0162, task 96 16 [262832]: mask |----------------B---||||--------------------|  set
cpu-bind=MASK - cn-0162, task 97 17 [262833]: mask |-----------------B--||||--------------------|  set
cpu-bind=MASK - cn-0162, task 98 18 [262834]: mask |------------------B-||||--------------------|  set
cpu-bind=MASK - cn-0162, task 99 19 [262835]: mask |-------------------B||||--------------------|  set
cpu-bind=MASK - cn-0162, task 100 20 [262836]: mask |--------------------||||B-------------------|  set
cpu-bind=MASK - cn-0162, task 101 21 [262837]: mask |--------------------||||-B------------------|  set
cpu-bind=MASK - cn-0162, task 102 22 [262838]: mask |--------------------||||--B-----------------|  set
cpu-bind=MASK - cn-0162, task 103 23 [262839]: mask |--------------------||||---B----------------|  set
cpu-bind=MASK - cn-0162, task 104 24 [262840]: mask |--------------------||||----B---------------|  set
cpu-bind=MASK - cn-0162, task 105 25 [262841]: mask |--------------------||||-----B--------------|  set
cpu-bind=MASK - cn-0162, task 106 26 [262842]: mask |--------------------||||------B-------------|  set
cpu-bind=MASK - cn-0164, task 147 27 [57840]: mask |--------------------||||-------B------------|  set
cpu-bind=MASK - cn-0164, task 148 28 [57841]: mask |--------------------||||--------B-----------|  set
cpu-bind=MASK - cn-0164, task 149 29 [57842]: mask |--------------------||||---------B----------|  set
cpu-bind=MASK - cn-0164, task 150 30 [57843]: mask |--------------------||||----------B---------|  set
cpu-bind=MASK - cn-0164, task 151 31 [57844]: mask |--------------------||||-----------B--------|  set
cpu-bind=MASK - cn-0164, task 152 32 [57845]: mask |--------------------||||------------B-------|  set
cpu-bind=MASK - cn-0164, task 153 33 [57846]: mask |--------------------||||-------------B------|  set
cpu-bind=MASK - cn-0164, task 154 34 [57847]: mask |--------------------||||--------------B-----|  set
cpu-bind=MASK - cn-0164, task 155 35 [57848]: mask |--------------------||||---------------B----|  set
cpu-bind=MASK - cn-0164, task 156 36 [57849]: mask |--------------------||||----------------B---|  set
cpu-bind=MASK - cn-0164, task 157 37 [57850]: mask |--------------------||||-----------------B--|  set
cpu-bind=MASK - cn-0164, task 158 38 [57851]: mask |--------------------||||------------------B-|  set
cpu-bind=MASK - cn-0164, task 159 39 [57852]: mask |--------------------||||-------------------B|  set
cpu-bind=MASK - cn-0162, task 107 27 [262843]: mask |--------------------||||-------B------------|  set
cpu-bind=MASK - cn-0162, task 108 28 [262844]: mask |--------------------||||--------B-----------|  set
cpu-bind=MASK - cn-0162, task 109 29 [262845]: mask |--------------------||||---------B----------|  set
cpu-bind=MASK - cn-0162, task 110 30 [262846]: mask |--------------------||||----------B---------|  set
cpu-bind=MASK - cn-0162, task 111 31 [262847]: mask |--------------------||||-----------B--------|  set
cpu-bind=MASK - cn-0162, task 112 32 [262848]: mask |--------------------||||------------B-------|  set
cpu-bind=MASK - cn-0162, task 113 33 [262849]: mask |--------------------||||-------------B------|  set
cpu-bind=MASK - cn-0162, task 114 34 [262850]: mask |--------------------||||--------------B-----|  set
cpu-bind=MASK - cn-0162, task 115 35 [262851]: mask |--------------------||||---------------B----|  set
cpu-bind=MASK - cn-0162, task 116 36 [262852]: mask |--------------------||||----------------B---|  set
cpu-bind=MASK - cn-0162, task 117 37 [262853]: mask |--------------------||||-----------------B--|  set
cpu-bind=MASK - cn-0162, task 118 38 [262854]: mask |--------------------||||------------------B-|  set
cpu-bind=MASK - cn-0162, task 119 39 [262855]: mask |--------------------||||-------------------B|  set
cpu-bind=MASK - cn-0071, task  1  1 [2889159]: mask |-B------------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  2  2 [2889160]: mask |--B-----------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  3  3 [2889161]: mask |---B----------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  4  4 [2889162]: mask |----B---------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  5  5 [2889163]: mask |-----B--------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  6  6 [2889164]: mask |------B-------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  7  7 [2889165]: mask |-------B------------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  8  8 [2889166]: mask |--------B-----------||||--------------------|  set
cpu-bind=MASK - cn-0071, task  9  9 [2889167]: mask |---------B----------||||--------------------|  set
cpu-bind=MASK - cn-0071, task 10 10 [2889168]: mask |----------B---------||||--------------------|  set
cpu-bind=MASK - cn-0071, task 11 11 [2889169]: mask |-----------B--------||||--------------------|  set
cpu-bind=MASK - cn-0071, task 12 12 [2889170]: mask |------------B-------||||--------------------|  set
cpu-bind=MASK - cn-0071, task 13 13 [2889171]: mask |-------------B------||||--------------------|  set
cpu-bind=MASK - cn-0071, task 14 14 [2889172]: mask |--------------B-----||||--------------------|  set
cpu-bind=MASK - cn-0071, task 15 15 [2889173]: mask |---------------B----||||--------------------|  set
cpu-bind=MASK - cn-0071, task 16 16 [2889174]: mask |----------------B---||||--------------------|  set
cpu-bind=MASK - cn-0071, task 17 17 [2889175]: mask |-----------------B--||||--------------------|  set
cpu-bind=MASK - cn-0071, task 18 18 [2889176]: mask |------------------B-||||--------------------|  set
cpu-bind=MASK - cn-0071, task 19 19 [2889177]: mask |-------------------B||||--------------------|  set
cpu-bind=MASK - cn-0071, task 20 20 [2889178]: mask |--------------------||||B-------------------|  set
cpu-bind=MASK - cn-0071, task 21 21 [2889179]: mask |--------------------||||-B------------------|  set
cpu-bind=MASK - cn-0071, task 22 22 [2889180]: mask |--------------------||||--B-----------------|  set
cpu-bind=MASK - cn-0071, task 23 23 [2889181]: mask |--------------------||||---B----------------|  set
cpu-bind=MASK - cn-0071, task 24 24 [2889182]: mask |--------------------||||----B---------------|  set
cpu-bind=MASK - cn-0071, task 25 25 [2889183]: mask |--------------------||||-----B--------------|  set
cpu-bind=MASK - cn-0071, task 26 26 [2889184]: mask |--------------------||||------B-------------|  set
cpu-bind=MASK - cn-0071, task 27 27 [2889185]: mask |--------------------||||-------B------------|  set
cpu-bind=MASK - cn-0071, task 28 28 [2889186]: mask |--------------------||||--------B-----------|  set
cpu-bind=MASK - cn-0071, task 29 29 [2889187]: mask |--------------------||||---------B----------|  set
cpu-bind=MASK - cn-0071, task 30 30 [2889188]: mask |--------------------||||----------B---------|  set
cpu-bind=MASK - cn-0071, task 31 31 [2889189]: mask |--------------------||||-----------B--------|  set
cpu-bind=MASK - cn-0071, task 32 32 [2889190]: mask |--------------------||||------------B-------|  set
cpu-bind=MASK - cn-0071, task 33 33 [2889191]: mask |--------------------||||-------------B------|  set
cpu-bind=MASK - cn-0071, task 34 34 [2889192]: mask |--------------------||||--------------B-----|  set
cpu-bind=MASK - cn-0071, task 35 35 [2889193]: mask |--------------------||||---------------B----|  set
cpu-bind=MASK - cn-0071, task 36 36 [2889194]: mask |--------------------||||----------------B---|  set
cpu-bind=MASK - cn-0071, task 37 37 [2889195]: mask |--------------------||||-----------------B--|  set
cpu-bind=MASK - cn-0071, task 38 38 [2889196]: mask |--------------------||||------------------B-|  set
cpu-bind=MASK - cn-0071, task 39 39 [2889197]: mask |--------------------||||-------------------B|  set
[cn-0159:2579087] MCW rank 44 bound to socket 0[core 4[hwt 0]]: [././././B/././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579087] MCW rank 44 bound to socket 0[core 4[hwt 0]]: [././././B/././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579089] MCW rank 46 bound to socket 0[core 6[hwt 0]]: [././././././B/././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579089] MCW rank 46 bound to socket 0[core 6[hwt 0]]: [././././././B/././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579096] MCW rank 53 bound to socket 0[core 13[hwt 0]]: [./././././././././././././B/./././././.][./././././././././././././././././././.]
[cn-0159:2579096] MCW rank 53 bound to socket 0[core 13[hwt 0]]: [./././././././././././././B/./././././.][./././././././././././././././././././.]
[cn-0159:2579097] MCW rank 54 bound to socket 0[core 14[hwt 0]]: [././././././././././././././B/././././.][./././././././././././././././././././.]
[cn-0159:2579097] MCW rank 54 bound to socket 0[core 14[hwt 0]]: [././././././././././././././B/././././.][./././././././././././././././././././.]
[cn-0159:2579100] MCW rank 57 bound to socket 0[core 17[hwt 0]]: [./././././././././././././././././B/./.][./././././././././././././././././././.]
[cn-0159:2579100] MCW rank 57 bound to socket 0[core 17[hwt 0]]: [./././././././././././././././././B/./.][./././././././././././././././././././.]
[cn-0159:2579120] MCW rank 77 bound to socket 1[core 37[hwt 0]]: [./././././././././././././././././././.][./././././././././././././././././B/./.]
[cn-0159:2579120] MCW rank 77 bound to socket 1[core 37[hwt 0]]: [./././././././././././././././././././.][./././././././././././././././././B/./.]
[cn-0159:2579106] MCW rank 63 bound to socket 1[core 23[hwt 0]]: [./././././././././././././././././././.][./././B/./././././././././././././././.]
[cn-0159:2579106] MCW rank 63 bound to socket 1[core 23[hwt 0]]: [./././././././././././././././././././.][./././B/./././././././././././././././.]
[cn-0159:2579105] MCW rank 62 bound to socket 1[core 22[hwt 0]]: [./././././././././././././././././././.][././B/././././././././././././././././.]
[cn-0159:2579105] MCW rank 62 bound to socket 1[core 22[hwt 0]]: [./././././././././././././././././././.][././B/././././././././././././././././.]
[cn-0159:2579104] MCW rank 61 bound to socket 1[core 21[hwt 0]]: [./././././././././././././././././././.][./B/./././././././././././././././././.]
[cn-0159:2579121] MCW rank 78 bound to socket 1[core 38[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././././B/.]
[cn-0159:2579121] MCW rank 78 bound to socket 1[core 38[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././././B/.]
[cn-0159:2579104] MCW rank 61 bound to socket 1[core 21[hwt 0]]: [./././././././././././././././././././.][./B/./././././././././././././././././.]
[cn-0159:2579085] MCW rank 42 bound to socket 0[core 2[hwt 0]]: [././B/././././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579085] MCW rank 42 bound to socket 0[core 2[hwt 0]]: [././B/././././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579113] MCW rank 70 bound to socket 1[core 30[hwt 0]]: [./././././././././././././././././././.][././././././././././B/././././././././.]
[cn-0159:2579113] MCW rank 70 bound to socket 1[core 30[hwt 0]]: [./././././././././././././././././././.][././././././././././B/././././././././.]
[cn-0159:2579086] MCW rank 43 bound to socket 0[core 3[hwt 0]]: [./././B/./././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579095] MCW rank 52 bound to socket 0[core 12[hwt 0]]: [././././././././././././B/././././././.][./././././././././././././././././././.]
[cn-0159:2579086] MCW rank 43 bound to socket 0[core 3[hwt 0]]: [./././B/./././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579095] MCW rank 52 bound to socket 0[core 12[hwt 0]]: [././././././././././././B/././././././.][./././././././././././././././././././.]
[cn-0159:2579084] MCW rank 41 bound to socket 0[core 1[hwt 0]]: [./B/./././././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579084] MCW rank 41 bound to socket 0[core 1[hwt 0]]: [./B/./././././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579090] MCW rank 47 bound to socket 0[core 7[hwt 0]]: [./././././././B/./././././././././././.][./././././././././././././././././././.]
[cn-0159:2579099] MCW rank 56 bound to socket 0[core 16[hwt 0]]: [././././././././././././././././B/././.][./././././././././././././././././././.]
[cn-0159:2579090] MCW rank 47 bound to socket 0[core 7[hwt 0]]: [./././././././B/./././././././././././.][./././././././././././././././././././.]
[cn-0159:2579099] MCW rank 56 bound to socket 0[core 16[hwt 0]]: [././././././././././././././././B/././.][./././././././././././././././././././.]
[cn-0159:2579108] MCW rank 65 bound to socket 1[core 25[hwt 0]]: [./././././././././././././././././././.][./././././B/./././././././././././././.]
[cn-0159:2579108] MCW rank 65 bound to socket 1[core 25[hwt 0]]: [./././././././././././././././././././.][./././././B/./././././././././././././.]
[cn-0159:2579098] MCW rank 55 bound to socket 0[core 15[hwt 0]]: [./././././././././././././././B/./././.][./././././././././././././././././././.]
[cn-0159:2579098] MCW rank 55 bound to socket 0[core 15[hwt 0]]: [./././././././././././././././B/./././.][./././././././././././././././././././.]
[cn-0159:2579111] MCW rank 68 bound to socket 1[core 28[hwt 0]]: [./././././././././././././././././././.][././././././././B/././././././././././.]
[cn-0159:2579111] MCW rank 68 bound to socket 1[core 28[hwt 0]]: [./././././././././././././././././././.][././././././././B/././././././././././.]
[cn-0159:2579115] MCW rank 72 bound to socket 1[core 32[hwt 0]]: [./././././././././././././././././././.][././././././././././././B/././././././.]
[cn-0159:2579115] MCW rank 72 bound to socket 1[core 32[hwt 0]]: [./././././././././././././././././././.][././././././././././././B/././././././.]
[cn-0159:2579083] MCW rank 40 bound to socket 0[core 0[hwt 0]]: [B/././././././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579083] MCW rank 40 bound to socket 0[core 0[hwt 0]]: [B/././././././././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579117] MCW rank 74 bound to socket 1[core 34[hwt 0]]: [./././././././././././././././././././.][././././././././././././././B/././././.]
[cn-0159:2579117] MCW rank 74 bound to socket 1[core 34[hwt 0]]: [./././././././././././././././././././.][././././././././././././././B/././././.]
[cn-0159:2579088] MCW rank 45 bound to socket 0[core 5[hwt 0]]: [./././././B/./././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579088] MCW rank 45 bound to socket 0[core 5[hwt 0]]: [./././././B/./././././././././././././.][./././././././././././././././././././.]
[cn-0159:2579109] MCW rank 66 bound to socket 1[core 26[hwt 0]]: [./././././././././././././././././././.][././././././B/././././././././././././.]
[cn-0159:2579093] MCW rank 50 bound to socket 0[core 10[hwt 0]]: [././././././././././B/././././././././.][./././././././././././././././././././.]
[cn-0159:2579093] MCW rank 50 bound to socket 0[core 10[hwt 0]]: [././././././././././B/././././././././.][./././././././././././././././././././.]
[cn-0159:2579109] MCW rank 66 bound to socket 1[core 26[hwt 0]]: [./././././././././././././././././././.][././././././B/././././././././././././.]
[cn-0159:2579102] MCW rank 59 bound to socket 0[core 19[hwt 0]]: [./././././././././././././././././././B][./././././././././././././././././././.]
[cn-0159:2579102] MCW rank 59 bound to socket 0[core 19[hwt 0]]: [./././././././././././././././././././B][./././././././././././././././././././.]
[cn-0159:2579092] MCW rank 49 bound to socket 0[core 9[hwt 0]]: [./././././././././B/./././././././././.][./././././././././././././././././././.]
[cn-0159:2579092] MCW rank 49 bound to socket 0[core 9[hwt 0]]: [./././././././././B/./././././././././.][./././././././././././././././././././.]
[cn-0159:2579114] MCW rank 71 bound to socket 1[core 31[hwt 0]]: [./././././././././././././././././././.][./././././././././././B/./././././././.]
[cn-0159:2579114] MCW rank 71 bound to socket 1[core 31[hwt 0]]: [./././././././././././././././././././.][./././././././././././B/./././././././.]
[cn-0159:2579091] MCW rank 48 bound to socket 0[core 8[hwt 0]]: [././././././././B/././././././././././.][./././././././././././././././././././.]
[cn-0159:2579091] MCW rank 48 bound to socket 0[core 8[hwt 0]]: [././././././././B/././././././././././.][./././././././././././././././././././.]
[cn-0159:2579101] MCW rank 58 bound to socket 0[core 18[hwt 0]]: [././././././././././././././././././B/.][./././././././././././././././././././.]
[cn-0159:2579101] MCW rank 58 bound to socket 0[core 18[hwt 0]]: [././././././././././././././././././B/.][./././././././././././././././././././.]
[cn-0159:2579119] MCW rank 76 bound to socket 1[core 36[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././B/././.]
[cn-0159:2579119] MCW rank 76 bound to socket 1[core 36[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././B/././.]
[cn-0159:2579116] MCW rank 73 bound to socket 1[core 33[hwt 0]]: [./././././././././././././././././././.][./././././././././././././B/./././././.]
[cn-0159:2579116] MCW rank 73 bound to socket 1[core 33[hwt 0]]: [./././././././././././././././././././.][./././././././././././././B/./././././.]
[cn-0159:2579122] MCW rank 79 bound to socket 1[core 39[hwt 0]]: [./././././././././././././././././././.][./././././././././././././././././././B]
[cn-0159:2579122] MCW rank 79 bound to socket 1[core 39[hwt 0]]: [./././././././././././././././././././.][./././././././././././././././././././B]
[cn-0159:2579110] MCW rank 67 bound to socket 1[core 27[hwt 0]]: [./././././././././././././././././././.][./././././././B/./././././././././././.]
[cn-0159:2579110] MCW rank 67 bound to socket 1[core 27[hwt 0]]: [./././././././././././././././././././.][./././././././B/./././././././././././.]
[cn-0159:2579107] MCW rank 64 bound to socket 1[core 24[hwt 0]]: [./././././././././././././././././././.][././././B/././././././././././././././.]
[cn-0159:2579107] MCW rank 64 bound to socket 1[core 24[hwt 0]]: [./././././././././././././././././././.][././././B/././././././././././././././.]
[cn-0159:2579094] MCW rank 51 bound to socket 0[core 11[hwt 0]]: [./././././././././././B/./././././././.][./././././././././././././././././././.]
[cn-0159:2579094] MCW rank 51 bound to socket 0[core 11[hwt 0]]: [./././././././././././B/./././././././.][./././././././././././././././././././.]
[cn-0159:2579118] MCW rank 75 bound to socket 1[core 35[hwt 0]]: [./././././././././././././././././././.][./././././././././././././././B/./././.]
[cn-0159:2579118] MCW rank 75 bound to socket 1[core 35[hwt 0]]: [./././././././././././././././././././.][./././././././././././././././B/./././.]
[cn-0159:2579112] MCW rank 69 bound to socket 1[core 29[hwt 0]]: [./././././././././././././././././././.][./././././././././B/./././././././././.]
[cn-0159:2579112] MCW rank 69 bound to socket 1[core 29[hwt 0]]: [./././././././././././././././././././.][./././././././././B/./././././././././.]
[cn-0071:2889164] MCW rank 6 bound to socket 0[core 6[hwt 0]]: [././././././B/././././././././././././.][./././././././././././././././././././.]
[cn-0071:2889164] MCW rank 6 bound to socket 0[core 6[hwt 0]]: [././././././B/././././././././././././.][./././././././././././././././././././.]
[cn-0071:2889181] MCW rank 23 bound to socket 1[core 23[hwt 0]]: [./././././././././././././././././././.][./././B/./././././././././././././././.]
[cn-0071:2889181] MCW rank 23 bound to socket 1[core 23[hwt 0]]: [./././././././././././././././././././.][./././B/./././././././././././././././.]
[cn-0071:2889189] MCW rank 31 bound to socket 1[core 31[hwt 0]]: [./././././././././././././././././././.][./././././././././././B/./././././././.]
[cn-0071:2889189] MCW rank 31 bound to socket 1[core 31[hwt 0]]: [./././././././././././././././././././.][./././././././././././B/./././././././.]
[cn-0071:2889187] MCW rank 29 bound to socket 1[core 29[hwt 0]]: [./././././././././././././././././././.][./././././././././B/./././././././././.]
[cn-0071:2889194] MCW rank 36 bound to socket 1[core 36[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././B/././.]
[cn-0071:2889187] MCW rank 29 bound to socket 1[core 29[hwt 0]]: [./././././././././././././././././././.][./././././././././B/./././././././././.]
[cn-0071:2889191] MCW rank 33 bound to socket 1[core 33[hwt 0]]: [./././././././././././././././././././.][./././././././././././././B/./././././.]
[cn-0071:2889194] MCW rank 36 bound to socket 1[core 36[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././B/././.]
[cn-0071:2889191] MCW rank 33 bound to socket 1[core 33[hwt 0]]: [./././././././././././././././././././.][./././././././././././././B/./././././.]
[cn-0071:2889196] MCW rank 38 bound to socket 1[core 38[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././././B/.]
[cn-0071:2889196] MCW rank 38 bound to socket 1[core 38[hwt 0]]: [./././././././././././././././././././.][././././././././././././././././././B/.]
[cn-0071:2889159] MCW rank 1 bound to socket 0[core 1[hwt 0]]: [./B/./././././././././././././././././.][./././././././././././././././././././.]
[cn-0071:2889160] MCW rank 2 bound to socket 0[core 2[hwt 0]]: [././B/././././././././././././././././.][./././././././././././././././././././.]
[cn-0071:2889159] MCW rank 1 bound to socket 0[core 1[hwt 0]]: [./B/./././././././././././././././././.][./././././././././././././././././././.]
